adjustable,flicker_free,mount_compatible,price,product_name,refresh_rate,resolution,response_time,review_count,review_rating,screen_curvature,video_inputs
"Tilt Adjustable",,VESA Mount Compatible,199.99,"MSI Optix G27C5 27"" Full HD 1920 x 1080 1ms (MPRT) 165 Hz HDMI, DisplayPort AMD FreeSync Curved Gaming Monitor","165Hz Refresh Rate","1920 x 1080 Full HD Resolution","1ms (MPRT) Response Time",2,5,,"2 x HDMI (1.4), DisplayPort (1.2) Video Inputs"
"Tilt Adjustable",,VESA Mount Compatible,89.99,"HP 22YH 22"" (Actual Size 21.5"") Full HD 1920 x 1080 5ms (GTG) VGA HDMI HDCP Support Anti-Glare Backlit LED Monitor",,"1920 x 1080 Full HD Resolution @ 60Hz","5ms (GTG) Response Time",8,4,,"HDMI, VGA Video Inputs"
,,,169,"ASUS VG245H Black 24"" 1ms (GTG) Widescreen 2x HDMI Asus Eye Care with Ultra Low-Blue Light & Flicker-Free Console Gaming Monitor AMD FreeSync Built-in Speakers VESA Mountable Height & Pivot Adjustment",,,,84,4,,
,Low Blue Light & Flicker-Free,VESA Wall Mount Compatible 100x100mm,219.99,"GIGABYTE G27F 27"" 144Hz 1080P Gaming Monitor, 1920 x 1080 IPS Display, 1ms (MPRT) Response Time, 95% DCI-P3, FreeSync Premium, 1x Display Port 1.2, 2x HDMI 1.4, 2x USB 3.0","144Hz Refresh Rate, 1ms (MPRT) Response Time",,"144Hz Refresh Rate, 1ms (MPRT) Response Time",82,5,,
"Tilt, Swivel, Pivot, Height Adjustable",,,329.99,"MSI Optix MAG301CR 30"" WFHD 2560 x 1080 1ms 200Hz 21:9 2x HDMI, DisplayPort, USB Type-C 3.2 USB Hub AMD FreeSync Backlit LED Curved Gaming Monitor","200Hz Refresh Rate (DP or USB-C Ports), 144Hz Refresh Rate (HDMI Port)",2560 x 1080 WFHD Resolution,1ms (MPRT) Response Time,42,4,,"2 x HDMI (2.0), DisplayPort (1.2), USB Type-C Video Inputs"
,,,,"SAMSUNG Odyssey G9 Series C49G97T 49"" Dual QHD 5120 x 1440 1ms (GTG) 240 Hz HDMI, 2x DisplayPort, 2x USB 3.0 AMD FreeSync and G-Sync Compatible Curved DisplayHDR 1000 QLED Gaming Monitor",,,,13,5,,
,,,399.99,"ASUS TUF Gaming VG32VQ1B 31.5"" Curved Monitor, WQHD (2560 x 1440), 165Hz (Supports 144Hz), 1ms MPRT, FreeSync Premium/Adaptive-sync, Extreme Low Motion Blur, HDR10, 2 x HDMI, DisplayPort",,,,19,4,,
Tilt Adjustable,,VESA Mount Compatible,147.98,"ASUS VA27EHE 27"" Full HD 1920 x 1080 75Hz 5ms VGA HDMI Adaptive-Sync Asus Eye Care Low Blue Light and Flicker-Free Frameless Design LED Backlit IPS Monitor",75Hz Refresh Rate,1920 x 1080 Full HD Resolution,5ms Response Time,70,4,,"VGA, HDMI Video Inputs"
,Asus Eye Care with Ultra Low-Blue Light and Flicker-Free Technology,,159.99,"ASUS VE278H 27"" Full HD 1920 x 1080 2ms (GTG) VGA HDMI Asus Eye Care with Ultra Low-Blue Light & Flicker-Free Built-in Speakers LED Backlight LCD Monitor",,1920 x 1080 Full HD Resolution,2ms (GTG) Response Time,,4,,"2 x HDMI, VGA Video Inputs"
,Low Blue Light & Flicker-Free,VESA Wall Mount Compatible 100x100mm,229.99,"GIGABYTE G27FC 27"" 165Hz 1080P Curved Gaming Monitor, 1920 x 1080 VA 1500R Display, 1ms (MPRT) Response Time, 90% DCI-P3, FreeSync Premium, 1x Display Port 1.2, 2x HDMI 1.4, 2x USB 3.0","165Hz Refresh Rate, 1ms (MPRT) Response Time",,"165Hz Refresh Rate, 1ms (MPRT) Response Time",114,4,Native 1500R Curvature,
"Tilt Adjustable",,VESA Mount Compatible,109.99,"SAMSUNG S24F354 24"" (Actual size 23.5"") Full HD 1920 x 1080 4ms (GTG) VGA HDMI AMD FreeSync Flicker Free Technology Super Slim Design LED Backlit Gaming Monitor",,"1920 x 1080 Full HD Resolution @ 60Hz","4ms Response Time",9,4,,"HDMI VGA Video Inputs"
"Tilt, Swivel, Height Adjustable",,VESA Compatibility - Mountable,249.99,"MSI Optix MAG270VC2 27"" Full HD 1920 x 1080 1ms (MPRT) / 4ms (GTG) 165 Hz HDMI, DisplayPort FreeSync (AMD Adaptive Sync) Curved Gaming Monitor","165 Hz Refresh Rate ","Curved 1920 x 1080 FHD Resolution","1ms (MPRT) / 4ms (GTG) Response Time ",19,5,,
Tilt Adjustable,,VESA Mount Compatible,229.99,"Acer VG270U bmiipx 27"" Quad HD 2560 x 1440 2K 1ms (VRB) 75Hz 2xHDMI DisplayPort AMD FreeSync Built-in Speakers Backlit LED IPS Gaming Monitor",75Hz Refresh Rate,2560 x 1440 Quad HD 2K Resolution,1ms (VRB) Response Time,41,4,,"2 x HDMI, DisplayPort Video Inputs "
,,,329.99,"Acer Nitro XZ322Q Pbmiiphx 31.5"" FULL HD 165Hz 1ms FreeSync 1500R HDMI DP Build-in-Speaker HDR400 Curved Gaming Monitor w/ Height Adjustable",,,,20,4,,
,Low Blue Light & Flicker-Free,VESA Wall Mount Compatible 100x100mm,299.99,"GIGABYTE G27QC 27"" 165Hz 1440P Curved Gaming Monitor, 2560 x 1440 VA 1500R Display, 1ms (MPRT) Response Time, 92% DCI-P3, HDR Ready, FreeSync Premium, 1x Display Port 1.4, 2x HDMI 2.0, 2x USB 3.0","165Hz Refresh Rate, 1ms (MPRT) Response Time",,"165Hz Refresh Rate, 1ms (MPRT) Response Time",222,4,Native 1500R Curvature,
Tilt Adjustable,,VESA Mount Compatible,129.99,"SAMSUNG S24R350 24"" Full HD 1920 x 1080 5ms (GTG) 75Hz VGA HDMI AMD FreeSync Technology Bezel-Less Design LED Backlit IPS Gaming Monitor",75Hz Refresh Rate,1920 x 1080 Full HD Resolution,5ms Response Time,15,4,,
"Tilt Adjustable ",,,119.99,"Acer G7 Series G257HL bmidx Black 25"" IPS 4ms (GTG) Black Widescreen LED/LCD Monitor 1920 x 1080 FHD, Slim Frame Design, w/ Acer Flicker Less Technology, Visual Comfortable and Build in Speakers",,,,311,4,,
,Asus Eye Care with Ultra Low-Blue Light and Flicker-Free Technology,VESA Mount compatible,119.99,"ASUS VE248H 24"" Full HD 1920 x 1080 2ms (GTG) D-Sub, DVI, HDMI Built-in Speakers Asus Eye Care with Ultra Low-Blue Light & Flicker-Free LED Backlight Monitor",,,,,4,,"VGA, DVI, HDMI Video Inputs"
,,,461.99,"ASUS TUF Gaming VG27AQL1A 27"" HDR Gaming Monitor, 1440P WQHD (2560 x 1440), 170Hz (Supports 144Hz), IPS, 1ms, G-SYNC Compatible, Extreme Low Motion Blur Sync, HDR400, 130% sRGB, Eye Care, 2 x HDMI, DisplayPort",,,,24,4,,
,Asus Eye Care with Ultra Low-Blue Light and Flicker-Free Technology,,209,"ASUS VN279QL 27"" Full HD 1920 x 1080 5ms (GTG) HDMI/MHL VGA DisplayPort Asus Eye Care with Ultra Low-Blue Light & Flicker-Free Built-in Speakers LCD Monitor",,,,598,4,,
,,VESA Mount Compatible,119.99,"Acer Nitro Gaming Series VG240Y bmiix UM.QV0AA.002 24"" (Actual size 23.8"") Full HD 1920 x 1080 1ms MPRT 75 Hz D-Sub, 2x HDMI AMD FreeSync Built-in Speakers Gaming Monitor","75Hz Refresh Rate","1920 x 1080 Full HD Resolution","1ms Response Time",173,4,,"2 x HDMI, VGA Video Inputs"
Tilt Adjustable,Asus Eye Care with Ultra Low-Blue Light and Flicker-Free Technology,VESA Mount Compatible,99.99,"ASUS VE228H 22"" (Diagonal 21.5"") Full HD 1920 x 1080 5ms DVI-D VGA HDMI Built-in Speakers SPLENDID Video Preset Mode Asus Eye Care with Ultra Low-Blue Light & Flicker-Free LED Backlight LCD Monitor",,1920 x 1080 Full HD Resolution,5ms Response Time,,4,,"VGA, DVI-D, HDMI Video Inputs"
,,,229.99,"MSI Optix G27C4 27"" Full HD 1920 x 1080 1ms (MPRT) 165 Hz HDMI, DisplayPort AMD FreeSync Curved Gaming Monitor","165Hz Refresh Rate",,"1ms (MPRT) Fast Response Time",94,5,,
"Tilt, Swivel, Height Adjustable",Flicker-Free Technology,VESA Mount Compatible,829.99,"Samsung CHG90 Series C49HG90 49"" 3840 x 1080 1ms 144Hz 2x HDMI DisplayPort Mini-DisplayPort HDR AMD FreeSync USB Hub QLED Curved Gaming Monitor",144Hz Refresh Rate ,3840 x 1080 Dual HD Resolution,1ms Response Time,24,4,,"2 x HDMI, DisplayPort, Mini DisplayPort Video Inputs"
,,,249.99,"Acer Nitro ED270 Xbmiipx UM.HE0AA.X01 27"" Full HD 1920 x 1080 1 ms VRB 240 Hz HDMI, DisplayPort Built-in Speakers Curved Gaming Monitor",,,,1,5,,
,"Low Blue Light & Flicker-Free","VESA Wall Mount Compatible 100x100mm",289.99,"GIGABYTE G27Q 27"" 144Hz 1440P Gaming Monitor, 2560 x 1440 IPS Display, 1ms (MPRT) Response Time, 92% DCI-P3, VESA Display HDR400, FreeSync Premium, 1x Display Port 1.2, 2x HDMI 2.0, 2x USB 3.0","144Hz Refresh Rate, 1ms (MPRT) Response Time",,"144Hz Refresh Rate, 1ms (MPRT) Response Time",64,4,,
,,Tilt -5° ~ 20° VESA Compatibility - Mountable,255.99,"MSI Optix G32C4 31.5"" 1920 x 1080 1 ms (MPRT) / 4 ms (GTG) 165 Hz HDMI, DisplayPort FreeSync (AMD Adaptive Sync) Curved Gaming Monitor",,,,14,5,,
Tilt Adjustable,,VESA Mount Compatible,109.99,"HP 24YH 24"" (Actual Size 23.8"") Full HD 1920 x 1080 5ms (GTG) VGA DVI-D HDMI HDCP Compatible Anti-Glare Backlit LED IPS Monitor",,1920 x 1080 Full HD Resolution @ 60Hz,5ms (GTG) Response Time,4,5,,"VGA, DVI-D, HDMI Video Inputs"
Tilt Adjustable,,VESA Mount Compatible,179.99,"Samsung C27R500 27"" Full HD 1920 x 1080 60Hz 4ms VGA HDMI FreeSync Flicker-Free Curved LED Backlit Monitor",,1920 x 1080 Full HD Resolution @ 60Hz,4ms Response Time,19,4,,"VGA, HDMI (1.4) Video Inputs"
Tilt Adjustable,Flicker-Free Technology with Low Blue-Light,,189.99,"MSI Optix G241 24"" (Actual size 23.8"") Full HD 1920 x 1080 4ms (GTG) / 1ms (MPRT) 144Hz 2 x HDMI, DisplayPort AMD FreeSync Anti-Glare Frameless Design Backlit LED IPS Gaming Monitor",144Hz Refresh Rate,1920 x 1080 Full HD Resolution,"4ms (GTG), 1ms (MPRT) Response Time",66,4,,"DisplayPort (1.2), 2 x HDMI (1.4) Video Inputs"
Tilt Adjustable,Asus Eye Care with Ultra Low-Blue Light and Flicker-Free Technology,,119.99,"ASUS VA249HE 24"" (Actual size 23.8"") Full HD 1920 x 1080 5ms HDMI VGA Asus Eye Care with Ultra-Low Blue-Light & Flicker-Free Technology LED Backlit LCD Monitor",,1920 x 1080 Full HD Resolution,5ms Response Time,20,4,,"VGA, HDMI Video Inputs"
Tilt Adjustable,,"VESA Mount Supported by Optional AG242M5 VESA Mounting Plate (AG242M5 accessories, option to buy)",179.99,"MSI Optix G24C 24"" (Actual size 23.6"") Full HD 1920 x 1080 1ms (MPRT) 144Hz DVI HDMI DisplayPort AMD FreeSync Anti-Glare Backlit LED Curved Gaming Monitor",144Hz Refresh Rate,1920 x 1080 Full HD Resolution,1ms (MPRT) Response Time,180,4,,"HDMI (1.4), DVI, DisplayPort (1.2) Video Inputs "
Tilt Adjustable,,VESA Mount Compatible,139.99,"HP V270 27"" Full HD 1920 x 1080 60Hz 5ms VGA HDMI DVI-D Anti-Glare HDCP Support WideScreen Backlit White LED IPS Monitor",,1920 x 1080 Full HD Resolution @ 60Hz,5ms Response Time,15,4,,"VGA, DVI-D, HDMI (1.4) Video Inputs"
,Low Blue Light & Flicker-Free,VESA Wall Mount Compatible 100x100mm,359.99,"GIGABYTE M27Q 27"" 170Hz 1440P KVM Gaming Monitor, 2560 x 1440 SS IPS, 0.5ms (MPRT), 92% DCI P3, HDR Ready, FreeSync Premium, 1x Display Port 1.2, 2x HDMI 2.0, 2x USB 3.0, 1x USB Type-C","170Hz Refresh Rate, 0.5ms (MPRT) Response Time",,"170Hz Refresh Rate, 0.5ms (MPRT) Response Time",11,5,,
,,,99.99,"Acer KG221Q Abmix 22"" (Actual size 21.5"") 1ms (GTG) AMD FreeSync Widescreen LCD/LED Gaming Monitor, HDMI 1920 x 1080, at 75 Hz Refresh Rate, Acer Vision Care Feature",,,,22,4,,
"Tilt, Swivel, Pivot, Height Adjustable",,VESA Mount Compatible,179.99,"Acer Nitro XV240Y Pbmiiprx 23.8"" IPS Full HD 1920 x 1080 165Hz 1ms DisplayPort 2 x HDMI AMD FreeSync Built-in Speakers LED Backlit Gaming Monitor","165Hz Refresh Rate",,,42,4,,
,,,149.99,"Aopen Gaming Series 24HC1QR Pbidpx 23.6"" Black VA Curved 1800R FreeSync 144Hz LED Monitor 1920 x 1080 Widescreen 16:9 4ms Response Time 250 cd/m2 1000:1 DVI, HDMI, DisplayPort",144Hz Refresh Rate,"23.6"" VA 1800R Curved Panel with 1920 x 1080 Full HD Resolution",4ms Response Time,25,4,,
"Tilt, Swivel, Pivot, Height Adjustable",,VESA Mount Compatible,399.99,"ASUS TUF Gaming VG27BQ 27"" WQHD 2560 x 1440 2K Resolution 0.4ms 165Hz (Overclock) 2xHDMI DisplayPort Built-in Speakers G-SYNC Compatible Flicker Free HDR Compatible Backlit LED Gaming Monitor",Up to 165Hz Refresh Rate,2560 x 1440 WQHD 2K Resolution,0.4ms Response Time,184,4,,"2 x HDMI (2.0), DisplayPort (1.2) Video Inputs"
Tilt Adjustable,Asus Eye Care with Ultra Low-Blue Light and Flicker-Free Technology,VESA Mount Compatible,119.99,"ASUS VS248H-P 24"" 1920 x 1080 Full HD 2ms VGA DVI HDMI Asus Eye Care with Ultra Low-Blue Light & Flicker-Free LED Backlit LCD Monitor",,1920 x 1080 Full HD Resolution,2ms (GTG) Response Time,,4,,"HDMI, VGA, DVI-D Video Inputs"
"Tilt Adjustable","Asus Eye Care with Flicker-Free Technology and Low Blue Light",VESA Mount Compatible,109.99,"Asus VA24EHE 23.8"" 1920 x 1080 Full HD LED LCD IPS Adaptive Sync Eye Care Monitor","75Hz Refresh Rate","1920 x 1080 Full HD Resolution","5ms Response Time",69,5,,"VGA, HDMI, DVI-D Video Inputs"
"Height, Pivot, Swivel, Tilt Adjustable",Asus Eye Care with Ultra Low Blue-Light and Flicker-Free Technology,VESA Mount Compatible,399.99,"ASUS TUF Gaming VG279QM 27"" Full HD 1920 x 1080 1 ms (GTG) 280Hz (Overclocking) 2 x HDMI, DisplayPort G-SYNC ELMB SYNC HDR Built-in Speakers LED Backlit IPS Gaming Monitor","144Hz, 240Hz (Above), 280Hz (Overclocking) Refresh Rate",1920 x 1080 Full HD Resolution,1ms (GTG) Response Time ,16,4,,"2 x HDMI (2.0), DisplayPort (1.2) Video Inputs "
"Swivel, Pivot, Tile, Height Adjustable",Asus Eye Care with Ultra Low-Blue Light and Flicker-Free Technology,VESA Mount Compatible,179.99,"ASUS TUF Gaming VG24VQ 24"" Full HD 1920 x 1080 1ms MPRT 144Hz 2 x HDMI, DisplayPort AMD FreeSync Asus Eye Care with Ultra Low-Blue Light & Flicker-Free Backlit LED Curved Gaming Monitor",144Hz Refresh Rate,1920 x 1080 Full HD Resolution,1ms MPRT Response Time,,4,,"2 x HDMI (1.4), DisplayPort (1.2) Video Inputs"
,,,99.99,"Z-EDGE U22I 22"" (Actual size 21.5"") Ultra Slim Bezel Full HD 1920*1080 75Hz IPS Monitor 5ms Response Time with HDMI VGA",,,5ms Response Time.,4,3,,"VGA, HDMI Video Inputs."
"Tilt, Swivel, Pivot, Height Adjustable",,VESA Mount Compatible,249,"ASUS VG278QR 27"" Full HD 1920 x 1080 165Hz 0.5ms DisplayPort HDMI DVI-D G-SYNC Compatible Asus Eye Care Flciker-Free Technology Low Blue Light Built-in Speakers Backlit LED Gaming Monitor",165Hz Refresh Rate,1920 x 1080 Full HD Resolution,0.5ms Response Time for Smooth Gameplay,339,4,,"HDMI (1.4), DisplayPort (1.2), Dual-Link DVI-D Video Inputs"
,Low Blue Light & Flicker-Free,VESA Wall Mount Compatible 100x100mm,329.99,"GIGABYTE G32QC 32"" 165Hz 1440P Curved Gaming Monitor, 2560 x 1440 VA 1500R Display, 1ms(MPRT), 94% DCI-P3, VESA Display HDR400, FreeSync Premium Pro, 1x Display Port 1.2, 2x HDMI 2.0, 2x USB 3.0","165Hz Refresh Rate, 1ms (MPRT) Response Time",,"165Hz Refresh Rate, 1ms (MPRT) Response Time",310,4,Native 1500R Curvature,
Tilt Adjustable,,,199.99,"Acer ED322QR Pbmiipx 32"" (Actual size 31.5"") Full HD 1920 x 1080 4ms (GTG) 144Hz 2xHDMI DisplayPort Built-in Speakers AMD FreeSync Backlit LED Curved Gaming Monitor",144Hz Refresh Rate,1920 x 1080 Full HD Resolution,4ms (GTG) Response Time,46,3,,"2 x HDMI, DisplayPort Video Inputs"
,,,79.99,"Acer EK220Q Abi 21.5"" Full HD 1920 x 1080 5 ms (GTG) 75 Hz D-Sub, HDMI Monitor","Refresh Rate: 75Hz using HDMI port",,"Response Time: 5ms (G to G)",11,4,,
,Low Blue Light & Flicker-Free,,269.99,"TIEM 32-Inch Curved 165Hz 1080p Gaming LED Monitor Full HD Ultra-thin 1ms Computer monitor, AMD Freesync Premium DisplayPort HDMI , Machine Black 2020 (C32PS2-165RN)","165Hz Refresh Rate, 1ms (MPRT) Response Time",,"165Hz Refresh Rate, 1ms (MPRT) Response Time",1,1,,
,Low Blue Light & Flicker-Free,,269.99,"TIEM 32-Inch Curved 165Hz 1080p Gaming LED Monitor Full HD Ultra-thin 1ms Computer monitor, AMD Freesync Premium DisplayPort HDMI , Machine Black 2020 (C32PS2-165RN)","165Hz Refresh Rate, 1ms (MPRT) Response Time",,"165Hz Refresh Rate, 1ms (MPRT) Response Time",1,4,,
"Tilt Adjustable","Asus Eye Care with Ultra Low-Blue Light Filter and Flicker-Free Technology",VESA Mount Compatible,129.99,"ASUS VP249HE 24"" (Actual size 23.8"") Full HD 1920 x 1080 Up to 75Hz 5ms (GTG) HDMI VGA Asus Eye Care with Ultra Low Blue-Light Filter & Flicker-Free Frameless LED Backlit IPS Monitor","Up to 75Hz Refresh Rate","1920 x 1080 Full HD Resolution","5ms (GTG) Response Time",84,5,,"HDMI (1.4), VGA Video Inputs"
"Tilt, Swivel, Pivot Adjustable","Flicker-Free Technology",VESA Mount Compatible,699.99,"SAMSUNG Odyssey G7 C27G75T 27"" Quad HD 2560 x 1440 2K 240Hz 1ms 2 x DisplayPort, HDMI G-Sync Compatible Flicker-Free Backlit LED Curved Gaming Monitor","240Hz Refresh Rate","2560 x 1440 Quad HD 2K Resolution","1ms (GTG) Response Time",19,4,"1000R Screen Curvature","2 x DisplayPort (1.4), HDMI (2.0) Video Inputs"
,,,101.99,"Acer K202HQL Abd 19.5"" Widescreen Manufacturer Recertified",,,,1,1,,
"Tilt Adjustable ",,,149.99,"Acer R Series R240HY Black 23.8"" IPS 4ms (GTG) Widescreen LED/LCD 1920 x 1080 FHD, Slim Frameless and Eco Friendly Design, Built-in Speaker, HDMI and USB Type-C",,,,12,4,,
,,,652.99,"Samsung C32H711 32"" WQHD 2K 2560 x 1440 FreeSync Metallic Silver Curved Monitol, HDMI, Mini DisplayPort",,,,,,,
,,,99.99,"HP Business 20"" E201 Elite Display LCD ,VGA & DVI & DISPLAYPORT, Black, REGULAR STAND",,,,1,5,,
,,,79.99,"HP L1706 Silver-Black 17"" 5ms LCD Monitor 300 cd/m2 500:1",,,,1,2,,
,,,119.99,"Dell U2211HT 1920 x 1080 Resolution 22"" WideScreen LCD Flat Panel Computer Monitor Display",,Resolution 1920 x 1080 |Refresh 60 Hz,Colors 16.7 Million |Response Time 8ms,1,4,,
,,,115.99,"Dell P2312HT-12 23"" 1920 x 1080 5 ms 60 Hz D-Sub, DVI-D LCD Monitor",,,,3,5,,
,,,184.99,"HP 27ER 27"" IPS LED Full HD Monitor 1920 x 1080 7ms VGA 2x HDMI ports 250 cd/m2",,,,6,5,,
,,"Tilt, Height, Rotate VESA Compatibility - Mountable ",69.99,"Dell 1909WB-12 19"" 1440 x 900 5 ms 75 Hz D-Sub, DVI Monitors - LCD Flat Panel",,,,1,4,,
"Tilt Range: -5º to +35º  Swivel Range: +/- 45º horizontal swivel  Height Adjustable (5.1 in/13.0 cm adjustment range)  Pivot Rotation: 90º into portrait orientation ",,,69.99,"HP L1950g 19"" SXGA 1280 x 1024 5 ms 60 Hz D-Sub, DVI-D Off Lease LCD Monitor",,,,5,4,,
,,,721.99,"SAMSUNG S27C390H 27"" 1920 x 1080 5ms (GTG) D-Sub, HDMI LCD Monitor",,,,,,,
,,,109.95,"HP 22UH 21.5"" 5ms HDMI Widescreen LED Backlight LCD Monitor 250 cd/m2 DCR 10,000,000:1 (1,000:1),",,,,3,5,,
,,"Height, Pivot, Swivel, Tilt VESA Compatibility - Mountable ,With Stand(WxHxD):25.31"" x 21.74"" x 8.58"" Without Stand(WxHxD):25.31"" x 15.2"" x 2.74""(For VESA Wall Mount)",617.99,"ASUS PB Series PB278Q 27"" WQHD 2560 x 1440 (2K) 5ms (GTG) HDMI 1.4, D-Sub, DisplayPort 1.2, Dual-link DVI-D Built-in Speakers LED Monitor",,,,5,5,,
,,,75.99,"Dell P190S 19"" LCD Screen Black Monitor 5:4 1280x1024 DVI VGA USB Grade B",,,,3,5,,
,,,139.99,"HP E231 1920 x 1080 Resolution 23"" WideScreen LCD Flat Panel Computer Monitor Display",,Resolution 1920 x 1080 |Refresh 60 Hz,Colors 16.7 Million |Response Time 5ms,4,5,,
,,,59.99,"HYUNDAI X91D 19"" SXGA 1280 x 1024 8 ms D-Sub, DVI Built-in Speakers LCD Monitor",,,,,,,
,,,89.99,"HP LE1911 19"" 5ms Pivot, Swivel & Tilt LCD Monitor",,,,4,5,,
,,,,"ASUS ROG PG279Q Black 27"" WQHD IPS 2560X1440, NVIDIA G-Sync Gaming Monitor, 165 Hz refresh Rate, Slim Bezel Design with HDMI USB Ergonomic EyeCare Technology",,,,87,4,,
,,,532.99,"ASUS PB258Q Black 25"" 5ms WQHD Frameless HDMI Widescreen LED Backlight LCD Monitor AH-IPS 350 cd/m2, 2560 x 1440, 100,000,000:1 Built-in Speakers",,,,,,,
,,,119.99,"HP EliteDisplay E221i Black  21.5""  8ms  Widescreen LED Backlight LCD Monitor IPS250 cd/m2  DCR 4,000,000:1 (1000:1)",,,,,,,
,,,,"ASUS ProArt PA329Q 32"" UHD 3840 x 2160 (4K) 5ms (GTG) 60 Hz 4 x HDMI, DisplayPort, Mini Mini DisplayPort, Card Reader Built-in Speakers IPS Professional Monitor, Quantum Dot, 99.5% Adobe RGB, Hardware Calibration, Color Accuracy Delta E< 2",,"Resolution Display with DisplayPort 1.2, Mini-DisplayPort 1.2 and 4 x HDMI 2.0 Inputs",,,,,
,,,,"Asus Professional - Grade ProArt PA328Q Black 32"" 6ms (GTG) 4K /UHD 3840X2160 IPS  LED Backlight LCD Monitor, Ergonomically-designed stand with Tilt,Swivel,Pivot,Height Adjustable, built in Speakers",,,,,,,
"Tilt, Swivel, Pivot, Height Adjustable ",,,489.99,"ASUS ProArt PA248Q Black 24"" (Actual size 24.1"") 6ms (GTG) 16:10, 1920 x 1200, IPS, 100% sRGB, Color Accuracy Delta E< 5, Flicker Free, HDMI, D-Sub, DisplayPort, DVI-D LCD Monitor",,,,,,,
,,,119.99,"Samsung S22C450D 1920 x 1080 Resolution 21"" WideScreen LCD Flat Panel Computer Monitor Display",,Resolution 1920 x 1080 |Refresh 60 Hz,Colors 16.7 Million |Response Time 5ms,1,4,,
,,,109.99,"Dell 2208WFP 22"" Widescreen 1680x1050 16:10 LCD Monitor VGA DVI USB Adjustable Stand Grade B",,,,1,4,,
,,,99.99,"Dell P2210F 1680 x 1050 Resolution 22"" WideScreen LCD Flat Panel Computer Monitor Display",,Resolution 1680 x 1050 |Refresh 60 Hz,Colors 16.7 Million |Response Time 5ms,1,4,,
,,,110.99,"HP L2245wg 1680 x 1050 Resolution 22"" WideScreen LCD Flat Panel Computer Monitor Display",,Resolution 1680 x 1050 |Refresh 76 Hz,Colors 16.7 Million |Response Time 5ms,1,4,,
,,,99.99,"PHILIPS 227E4LSB 21.5"" 1920 x 1080 5 ms 60 Hz D-Sub, DVI LCD Monitor",,,,,,,
,,,119.99,"HP LA2206X 1920 x 1080 Resolution 22"" WideScreen LCD Flat Panel Computer Monitor Display",,Resolution 1920 x 1080 |Refresh 76 Hz,Colors 16.7 Million |Response Time 5ms,3,4,,
"Tilt range: -5 Degrees to + 35 Degrees vertical tilt, pivot rotation: 90 Degrees into portrait orientation, Height Adjustable base: attached VESA Compatibility - Mountable ",,"Tilt range: -5 Degrees to + 35 Degrees vertical tilt, pivot rotation: 90 Degrees into portrait orientation, Height Adjustable base: attached VESA Compatibility - Mountable ",69.99,"HP L1740 17"" SXGA 1280 x 1024 5 ms 60 Hz D-Sub, DVI, USB LCD Monitor",,,,3,4,,
Tilt Adjustable,,,119.99,"HP 24ES 23.8"" Full HD 1920x1080 60Hz VGA HDMI Edge-toEdge Screen LED Backlit IPS LCD Monitor",,1920 x 1080 Full HD Resolution @ 60Hz,,4,4,,
,,,101.99,"Acer K202HQL 19.5"" Widescreen LED Monitor - Certified Refurbished Manufacturer Recertified",,,,5,4,,
,,,199.99,Dell UltraSharp 2007FP 20” Flat Panel LCD Monitor W/ Height-Adjustable stand,,,,6,4,,
,,,89.99,"SAMSUNG 720N 17"" SXGA 1280 x 1024 8 ms D-Sub LCD Monitor",,,,,,,
"Tilt, Pivot, Rotate, Height Adjustable",,VESA Mount Compatible,249.99,"Acer Predator XB1 XB241H bmipr 24"" Full HD 1920x1080 144Hz 1ms DisplayPort HDMI Built-in Speakers NVIDIA G-SYNC Backlit LED Gaming Monitor",144Hz Refresh Rate,1920 x 1080 Full HD Resolution,1ms Response Time,10,4,,
,,,59.99,"Acer AL1716 Fb 17"" SXGA 1280 x 1024 5 ms D-Sub LCD Monitor",,,,,,,
,,,89.99,"Acer 21.5"" Widescreen LCD Monitor Display Full HD 1920 x 1080 5 ms IPS",,,,1,5,,
"Height, Swivel, Tilt Adjustable",,VESA Mount Compatible,129.99,"Dell UltraSharp U2312HMT 23"" Full HD 1920 x 1080 8ms VGA DVI-D DisplayPort USB 2.0 Hub HDCP Compatible Backlit LED IPS Monitor",,1920 x 1080 Full HD Resolution @ 60Hz,8ms (GTG) Response Time ,1,5,,"VGA, DVI-D, DisplayPort Video Inputs"
,,,229.49,Dell SE2717HR 27-inch LED IPS Monitor - 1920 x 1080 - 75 Hz - 1000:1 - 300 cd/m2 - 6 ms - HDMI,,Max Resolution: 1920 x 1080,Response Time: ms (gray to gray),1,5,,
,,,79.99,"HP LA1951G 19"" SXGA 1280 x 1024 5 ms D-Sub, DVI LCD Monitor",,,,1,5,,
